% Data dagdebieten Vecht (representatief geacht voor Dalfsen)
% Door:	Chris Geerse
% Datum: 6 februari 2006
%
% Perioden:
% 01-01-1960 t/m 31-12-1983
% 01-10-1993 t/m 31-03-1994
% 01-10-1998 t/m 31-03-1999
% 01-10-2000 t/m 31-03-2001
%
% Herkomst data van 1-1-1960 t/m 31-12-1983 uit een Q-H relatie, zie [Chbab, 1995] voor informatie.
% [Chbab, 2005]: Frequentieanalyse Vechtafvoer te Vechterweerd. E.H. Chbab. 
% RIZA-Werkdocument 95.131x. RIZA Lelystad, september 1995.
%
% Van de drie daaropvolgende perioden is de herkomst onduidelijk.
% De kwaliteit van deze metingen is twijfelachtig:
% a. deze perioden bevatten geen erg lage afvoeren meer;
% b. het jaar 2000 bevat alleen afvoeren circa 125 m3/s (laat jaar 2000 bij voorkeur weg in analyses)
%
%jaar  	  maand 	  dag	afvoer
1965   	  03    	  16	21
1965   	  03    	  17	30
1965   	  03    	  18	34
1965   	  03    	  19	31
1965   	  03    	  20	30
1965   	  03    	  21	30
1965   	  03    	  22	23
1965   	  03    	  23	36
1965   	  03    	  24	32
1965   	  03    	  25	40
1965   	  03    	  26	49
1965   	  03    	  27	46
1965   	  03    	  28	52
1965   	  03    	  29	74
1965   	  03    	  30	73
1965   	  03    	  31	57
1965   	  04    	  01	51
1965   	  04    	  02	38
1965   	  04    	  03	29
1965   	  04    	  04	30
1965   	  04    	  05	28
1965   	  04    	  06	23
1965   	  04    	  07	21
1965   	  04    	  08	24
1965   	  04    	  09	46
1965   	  04    	  10	50
1965   	  04    	  11	47
1965   	  04    	  12	42
1965   	  04    	  13	31
1965   	  04    	  14	38
1965   	  04    	  15	61
1965   	  04    	  16	68
1965   	  04    	  17	62
1965   	  04    	  18	58
1965   	  04    	  19	86
1965   	  04    	  20	139
1965   	  04    	  21	135
1965   	  04    	  22	130
1965   	  04    	  23	113
1965   	  04    	  24	94
1965   	  04    	  25	82
1965   	  04    	  26	79
1965   	  04    	  27	67
1965   	  04    	  28	69
1965   	  04    	  29	79
1965   	  04    	  30	81
1965   	  05    	  01	89
1965   	  05    	  02	86
1965   	  05    	  03	72
1965   	  05    	  04	57
1965   	  05    	  05	45
1965   	  05    	  06	93
1965   	  05    	  07	119
1965   	  05    	  08	95
1965   	  05    	  09	106
1965   	  05    	  10	119
1965   	  05    	  11	178
1965   	  05    	  12	193
1965   	  05    	  13	168
1965   	  05    	  14	145
1965   	  05    	  15	111
1965   	  05    	  16	71
1965   	  05    	  17	57
1965   	  05    	  18	37
1965   	  05    	  19	38
1965   	  05    	  20	40
1965   	  05    	  21	42
1965   	  05    	  22	37
1965   	  05    	  23	32
1965   	  05    	  24	27
1965   	  05    	  25	23
1965   	  05    	  26	23
1965   	  05    	  27	28
1965   	  05    	  28	39
1965   	  05    	  29	42
1965   	  05    	  30	31
1965   	  05    	  31	29
1965   	  06    	  01	28
1965   	  06    	  02	25
1965   	  06    	  03	13
1965   	  06    	  04	9
1965   	  06    	  05	14
1965   	  06    	  06	13
1965   	  06    	  07	12
1965   	  06    	  08	13
1965   	  06    	  09	15
1965   	  06    	  10	14
1965   	  06    	  11	30
1965   	  06    	  12	28
1965   	  06    	  13	42
1965   	  06    	  14	49
1965   	  06    	  15	37
1965   	  06    	  16	32
1965   	  06    	  17	24
1965   	  06    	  18	44
1965   	  06    	  19	134
1965   	  06    	  20	146
1965   	  06    	  21	139
1965   	  06    	  22	106
1965   	  06    	  23	75
1965   	  06    	  24	58
1965   	  06    	  25	58
1965   	  06    	  26	47
1965   	  06    	  27	38
1965   	  06    	  28	32
1965   	  06    	  29	13
1965   	  06    	  30	16
1965   	  07    	  01	14
1965   	  07    	  02	14
1965   	  07    	  03	15
1965   	  07    	  04	10
1965   	  07    	  05	12
1965   	  07    	  06	12
1965   	  07    	  07	7
1965   	  07    	  08	15
1965   	  07    	  09	14
1965   	  07    	  10	58
1965   	  07    	  11	57
1965   	  07    	  12	43
1965   	  07    	  13	43
1965   	  07    	  14	74
1965   	  07    	  15	72
1965   	  07    	  16	40
1965   	  07    	  17	39
1965   	  07    	  18	72
1965   	  07    	  19	65
1965   	  07    	  20	58
1965   	  07    	  21	60
1965   	  07    	  22	61
1965   	  07    	  23	105
1965   	  07    	  24	113
1965   	  07    	  25	97
1965   	  07    	  26	88
1965   	  07    	  27	87
1965   	  07    	  28	121
1965   	  07    	  29	124
1965   	  07    	  30	108
1965   	  07    	  31	131
1965   	  08    	  01	169
1965   	  08    	  02	153
1965   	  08    	  03	119
1965   	  08    	  04	101
1965   	  08    	  05	90
1965   	  08    	  06	54
1965   	  08    	  07	53
1965   	  08    	  08	44
1965   	  08    	  09	36
1965   	  08    	  10	44
1965   	  08    	  11	47
1965   	  08    	  12	57
1965   	  08    	  13	36
1965   	  08    	  14	34
1965   	  08    	  15	28
1965   	  08    	  16	19
1965   	  08    	  17	24
1965   	  08    	  18	24
1965   	  08    	  19	27
1965   	  08    	  20	19
1965   	  08    	  21	17
1965   	  08    	  22	25
1965   	  08    	  23	21
1965   	  08    	  24	22
1965   	  08    	  25	22
1965   	  08    	  26	25
1965   	  08    	  27	38
1965   	  08    	  28	44
1965   	  08    	  29	35
1965   	  08    	  30	32
1965   	  08    	  31	37
1965   	  09    	  01	42
1965   	  09    	  02	37
1965   	  09    	  03	32
1965   	  09    	  04	35
1965   	  09    	  05	49
1965   	  09    	  06	58
1965   	  09    	  07	65
1965   	  09    	  08	50
1965   	  09    	  09	52
1965   	  09    	  10	44
1965   	  09    	  11	37
1965   	  09    	  12	29
1965   	  09    	  13	30
1965   	  09    	  14	34
1965   	  09    	  15	24
1965   	  09    	  16	24
1965   	  09    	  17	17
1965   	  09    	  18	12
1965   	  09    	  19	16
1965   	  09    	  20	23
1965   	  09    	  21	12
1965   	  09    	  22	8
1965   	  09    	  23	13
1965   	  09    	  24	10
1965   	  09    	  25	9
1965   	  09    	  26	12
1965   	  09    	  27	12
1965   	  09    	  28	12
1965   	  09    	  29	8
1965   	  09    	  30	12
1965   	  10    	  01	12
1965   	  10    	  02	9
1965   	  10    	  03	10
1965   	  10    	  04	9
1965   	  10    	  05	8
1965   	  10    	  06	8
1965   	  10    	  07	9
1965   	  10    	  08	8
1965   	  10    	  09	7
1965   	  10    	  10	7
1965   	  10    	  11	6
1965   	  10    	  12	6
1965   	  10    	  13	7
1965   	  10    	  14	6
1965   	  10    	  15	7
1965   	  10    	  16	7
1965   	  10    	  17	8
1965   	  10    	  18	12
1965   	  10    	  19	8
1965   	  10    	  20	5
1965   	  10    	  21	8
1965   	  10    	  22	8
1965   	  10    	  23	9
1965   	  10    	  24	6
1965   	  10    	  25	2
1965   	  10    	  26	6
1965   	  10    	  27	6
1965   	  10    	  28	6
1965   	  10    	  29	10
1965   	  10    	  30	7
1965   	  10    	  31	8
1965   	  11    	  01	9
1965   	  11    	  02	12
1965   	  11    	  03	21
1965   	  11    	  04	17
1965   	  11    	  05	21
1965   	  11    	  06	36
1965   	  11    	  07	15
1965   	  11    	  08	15
1965   	  11    	  09	7
1965   	  11    	  10	3
1965   	  11    	  11	8
1965   	  11    	  12	8
1965   	  11    	  13	13
1965   	  11    	  14	8
1965   	  11    	  15	3
1965   	  11    	  16	7
1965   	  11    	  17	8
1965   	  11    	  18	3
1965   	  11    	  19	2
1965   	  11    	  20	6
1965   	  11    	  21	5
1965   	  11    	  22	2
1965   	  11    	  23	6
1965   	  11    	  24	13
1965   	  11    	  25	43
1965   	  11    	  26	49
1965   	  11    	  27	57
1965   	  11    	  28	88
1965   	  11    	  29	88
1965   	  11    	  30	102
1965   	  12    	  01	146
1965   	  12    	  02	170
1965   	  12    	  03	185
1965   	  12    	  04	172
1965   	  12    	  05	164
1965   	  12    	  06	147
1965   	  12    	  07	135
1965   	  12    	  08	134
1965   	  12    	  09	125
1965   	  12    	  10	103
1965   	  12    	  11	155
1965   	  12    	  12	214
1965   	  12    	  13	231
1965   	  12    	  14	229
1965   	  12    	  15	239
1965   	  12    	  16	257
1965   	  12    	  17	244
1965   	  12    	  18	219
1965   	  12    	  19	208
1965   	  12    	  20	251
1965   	  12    	  21	279
1965   	  12    	  22	287
1965   	  12    	  23	283
1965   	  12    	  24	278
1965   	  12    	  25	264
1965   	  12    	  26	254
1965   	  12    	  27	242
1965   	  12    	  28	220
1965   	  12    	  29	191
1965   	  12    	  30	138
1965   	  12    	  31	103
1966   	  01    	  01	112
1966   	  01    	  02	150
1966   	  01    	  03	206
1966   	  01    	  04	222
1966   	  01    	  05	227
1966   	  01    	  06	217
1966   	  01    	  07	195
1966   	  01    	  08	145
1966   	  01    	  09	96
1966   	  01    	  10	72
1966   	  01    	  11	61
1966   	  01    	  12	52
1966   	  01    	  13	52
1966   	  01    	  14	46
1966   	  01    	  15	44
1966   	  01    	  16	42
1966   	  01    	  17	42
1966   	  01    	  18	43
1966   	  01    	  19	43
1966   	  01    	  20	40
1966   	  01    	  21	39
1966   	  01    	  22	37
1966   	  01    	  23	42
1966   	  01    	  24	46
1966   	  01    	  25	45
1966   	  01    	  26	45
1966   	  01    	  27	46
1966   	  01    	  28	46
1966   	  01    	  29	51
1966   	  01    	  30	98
1966   	  01    	  31	104
1966   	  02    	  01	102
1966   	  02    	  02	119
1966   	  02    	  03	123
1966   	  02    	  04	109
1966   	  02    	  05	98
1966   	  02    	  06	90
1966   	  02    	  07	109
1966   	  02    	  08	184
1966   	  02    	  09	201
1966   	  02    	  10	235
1966   	  02    	  11	254
1966   	  02    	  12	263
1966   	  02    	  13	264
1966   	  02    	  14	235
1966   	  02    	  15	205
1966   	  02    	  16	123
1966   	  02    	  17	86
1966   	  02    	  18	82
1966   	  02    	  19	64
1966   	  02    	  20	64
1966   	  02    	  21	76
1966   	  02    	  22	150
1966   	  02    	  23	180
1966   	  02    	  24	180
1966   	  02    	  25	172
1966   	  02    	  26	135
1966   	  02    	  27	97
1966   	  02    	  28	123
1966   	  03    	  01	101
1966   	  03    	  02	83
1966   	  03    	  03	90
1966   	  03    	  04	59
1966   	  03    	  05	62
1966   	  03    	  06	57
1966   	  03    	  07	51
1966   	  03    	  08	47
1966   	  03    	  09	50
1966   	  03    	  10	40
1966   	  03    	  11	42
1966   	  03    	  12	52
1966   	  03    	  13	87
1966   	  03    	  14	105
1966   	  03    	  15	97
1966   	  03    	  16	82
1966   	  03    	  17	74
1966   	  03    	  18	67
1966   	  03    	  19	56
1966   	  03    	  20	57
1966   	  03    	  21	54
1966   	  03    	  22	51
1966   	  03    	  23	45
1966   	  03    	  24	43
1966   	  03    	  25	46
1966   	  03    	  26	51
1966   	  03    	  27	66
1966   	  03    	  28	74
1966   	  03    	  29	102
1966   	  03    	  30	136
1966   	  03    	  31	123
1966   	  04    	  01	139
1966   	  04    	  02	138
1966   	  04    	  03	131
1966   	  04    	  04	109
1966   	  04    	  05	96
1966   	  04    	  06	101
1966   	  04    	  07	108
1966   	  04    	  08	96
1966   	  04    	  09	101
1966   	  04    	  10	96
1966   	  04    	  11	106
1966   	  04    	  12	162
1966   	  04    	  13	148
1966   	  04    	  14	142
1966   	  04    	  15	128
1966   	  04    	  16	96
1966   	  04    	  17	79
1966   	  04    	  18	68
1966   	  04    	  19	65
1966   	  04    	  20	86
1966   	  04    	  21	130
1966   	  04    	  22	130
1966   	  04    	  23	126
1966   	  04    	  24	109
1966   	  04    	  25	95
1966   	  04    	  26	87
1966   	  04    	  27	58
1966   	  04    	  28	54
1966   	  04    	  29	44
1966   	  04    	  30	42
1966   	  05    	  01	36
1966   	  05    	  02	25
1966   	  05    	  03	29
1966   	  05    	  04	25
1966   	  05    	  05	24
1966   	  05    	  06	25
1966   	  05    	  07	37
1966   	  05    	  08	29
1966   	  05    	  09	40
1966   	  05    	  10	30
1966   	  05    	  11	32
1966   	  05    	  12	15
1966   	  05    	  13	23
1966   	  05    	  14	29
1966   	  05    	  15	14
1966   	  05    	  16	12
1966   	  05    	  17	12
1966   	  05    	  18	10
1966   	  05    	  19	9
1966   	  05    	  20	17
1966   	  05    	  21	19
1966   	  05    	  22	22
1966   	  05    	  23	9
1966   	  05    	  24	14
1966   	  05    	  25	12
1966   	  05    	  26	12
1966   	  05    	  27	10
1966   	  05    	  28	13
1966   	  05    	  29	14
1966   	  05    	  30	14
1966   	  05    	  31	8
1966   	  06    	  01	7
1966   	  06    	  02	12
1966   	  06    	  03	8
1966   	  06    	  04	8
1966   	  06    	  05	7
1966   	  06    	  06	2
1966   	  06    	  07	5
1966   	  06    	  08	3
1966   	  06    	  09	3
1966   	  06    	  10	3
1966   	  06    	  11	7
1966   	  06    	  12	2
1966   	  06    	  13	2
1966   	  06    	  14	31
1966   	  06    	  15	51
1966   	  06    	  16	22
1966   	  06    	  17	15
1966   	  06    	  18	9
1966   	  06    	  19	10
1966   	  06    	  20	171
1966   	  06    	  21	79
1966   	  06    	  22	56
1966   	  06    	  23	44
1966   	  06    	  24	28
1966   	  06    	  25	27
1966   	  06    	  26	24
1966   	  06    	  27	38
1966   	  06    	  28	37
1966   	  06    	  29	68
1966   	  06    	  30	98
1966   	  07    	  01	89
1966   	  07    	  02	50
1966   	  07    	  03	44
1966   	  07    	  04	24
1966   	  07    	  05	28
1966   	  07    	  06	27
1966   	  07    	  07	27
1966   	  07    	  08	19
1966   	  07    	  09	17
1966   	  07    	  10	21
1966   	  07    	  11	13
1966   	  07    	  12	13
1966   	  07    	  13	27
1966   	  07    	  14	34
1966   	  07    	  15	29
1966   	  07    	  16	14
1966   	  07    	  17	28
1966   	  07    	  18	39
1966   	  07    	  19	52
1966   	  07    	  20	53
1966   	  07    	  21	89
1966   	  07    	  22	126
1966   	  07    	  23	139
1966   	  07    	  24	118
1966   	  07    	  25	79
1966   	  07    	  26	61
1966   	  07    	  27	49
1966   	  07    	  28	53
1966   	  07    	  29	44
1966   	  07    	  30	34
1966   	  07    	  31	38
1966   	  08    	  01	45
1966   	  08    	  02	54
1966   	  08    	  03	54
1966   	  08    	  04	68
1966   	  08    	  05	56
1966   	  08    	  06	68
1966   	  08    	  07	64
1966   	  08    	  08	49
1966   	  08    	  09	49
1966   	  08    	  10	44
1966   	  08    	  11	27
1966   	  08    	  12	37
1966   	  08    	  13	36
1966   	  08    	  14	27
1966   	  08    	  15	28
1966   	  08    	  16	29
1966   	  08    	  17	43
1966   	  08    	  18	35
1966   	  08    	  19	17
1966   	  08    	  20	20
1966   	  08    	  21	20
1966   	  08    	  22	17
1966   	  08    	  23	15
1966   	  08    	  24	16
1966   	  08    	  25	57
1966   	  08    	  26	49
1966   	  08    	  27	45
1966   	  08    	  28	40
1966   	  08    	  29	36
1966   	  08    	  30	21
1966   	  08    	  31	12
1966   	  09    	  01	17
1966   	  09    	  02	20
1966   	  09    	  03	19
1966   	  09    	  04	21
1966   	  09    	  05	17
1966   	  09    	  06	14
1966   	  09    	  07	20
1966   	  09    	  08	19
1966   	  09    	  09	12
1966   	  09    	  10	10
1966   	  09    	  11	8
1966   	  09    	  12	6
1966   	  09    	  13	9
1966   	  09    	  14	13
1966   	  09    	  15	9
1966   	  09    	  16	13
1966   	  09    	  17	19
1966   	  09    	  18	24
1966   	  09    	  19	23
1966   	  09    	  20	15
1966   	  09    	  21	17
1966   	  09    	  22	9
1966   	  09    	  23	9
1966   	  09    	  24	12
1966   	  09    	  25	5
1966   	  09    	  26	5
1966   	  09    	  27	9
1966   	  09    	  28	7
1966   	  09    	  29	6
1966   	  09    	  30	5
1966   	  10    	  01	9
1966   	  10    	  02	6
1966   	  10    	  03	8
1966   	  10    	  04	7
1966   	  10    	  05	9
1966   	  10    	  06	10
1966   	  10    	  07	24
1966   	  10    	  08	30
1966   	  10    	  09	21
1966   	  10    	  10	22
1966   	  10    	  11	21
1966   	  10    	  12	22
1966   	  10    	  13	20
1966   	  10    	  14	20
1966   	  10    	  15	21
1966   	  10    	  16	15
1966   	  10    	  17	15
1966   	  10    	  18	15
1966   	  10    	  19	25
1966   	  10    	  20	30
1966   	  10    	  21	15
1966   	  10    	  22	22
1966   	  10    	  23	17
1966   	  10    	  24	19
1966   	  10    	  25	37
1966   	  10    	  26	45
1966   	  10    	  27	59
1966   	  10    	  28	43
1966   	  10    	  29	37
1966   	  10    	  30	34
1966   	  10    	  31	23
1966   	  11    	  01	28
1966   	  11    	  02	23
1966   	  11    	  03	22
1966   	  11    	  04	19
1966   	  11    	  05	20
1966   	  11    	  06	20
1966   	  11    	  07	19
1966   	  11    	  08	20
1966   	  11    	  09	16
1966   	  11    	  10	15
1966   	  11    	  11	19
1966   	  11    	  12	23
1966   	  11    	  13	22
1966   	  11    	  14	24
1966   	  11    	  15	24
1966   	  11    	  16	22
1966   	  11    	  17	29
1966   	  11    	  18	82
1966   	  11    	  19	86
1966   	  11    	  20	71
1966   	  11    	  21	69
1966   	  11    	  22	76
1966   	  11    	  23	84
1966   	  11    	  24	95
1966   	  11    	  25	91
1966   	  11    	  26	84
1966   	  11    	  27	71
1966   	  11    	  28	81
1966   	  11    	  29	77
1966   	  11    	  30	120
1966   	  12    	  01	157
1966   	  12    	  02	165
1966   	  12    	  03	187
1966   	  12    	  04	171
1966   	  12    	  05	169
1966   	  12    	  06	161
1966   	  12    	  07	119
1966   	  12    	  08	103
1966   	  12    	  09	87
1966   	  12    	  10	96
1966   	  12    	  11	111
1966   	  12    	  12	140
1966   	  12    	  13	150
1966   	  12    	  14	173
1966   	  12    	  15	219
1966   	  12    	  16	236
1966   	  12    	  17	224
1966   	  12    	  18	205
1966   	  12    	  19	164
1966   	  12    	  20	127
1966   	  12    	  21	133
1966   	  12    	  22	205
1966   	  12    	  23	208
1966   	  12    	  24	205
1966   	  12    	  25	202
1966   	  12    	  26	205
1966   	  12    	  27	201
1966   	  12    	  28	180
1966   	  12    	  29	142
1966   	  12    	  30	108
1966   	  12    	  31	149
1967   	  01    	  01	200
1967   	  01    	  02	209
1967   	  01    	  03	216
1967   	  01    	  04	208
1967   	  01    	  05	201
1967   	  01    	  06	185
1967   	  01    	  07	138
1967   	  01    	  08	104
1967   	  01    	  09	77
1967   	  01    	  10	68
1967   	  01    	  11	62
1967   	  01    	  12	60
1967   	  01    	  13	71
1967   	  01    	  14	79
1967   	  01    	  15	82
1967   	  01    	  16	83
1967   	  01    	  17	81
1967   	  01    	  18	81
1967   	  01    	  19	69
1967   	  01    	  20	64
1967   	  01    	  21	65
1967   	  01    	  22	60
1967   	  01    	  23	49
1967   	  01    	  24	60
1967   	  01    	  25	57
1967   	  01    	  26	60
1967   	  01    	  27	60
1967   	  01    	  28	89
1967   	  01    	  29	81
1967   	  01    	  30	89
1967   	  01    	  31	102
1967   	  02    	  01	95
1967   	  02    	  02	81
1967   	  02    	  03	83
1967   	  02    	  04	97
1967   	  02    	  05	90
1967   	  02    	  06	83
1967   	  02    	  07	79
1967   	  02    	  08	57
1967   	  02    	  09	51
1967   	  02    	  10	51
1967   	  02    	  11	58
1967   	  02    	  12	58
1967   	  02    	  13	58
1967   	  02    	  14	51
1967   	  02    	  15	49
1967   	  02    	  16	40
1967   	  02    	  17	44
1967   	  02    	  18	45
1967   	  02    	  19	43
1967   	  02    	  20	43
1967   	  02    	  21	56
1967   	  02    	  22	81
1967   	  02    	  23	128
1967   	  02    	  24	105
1967   	  02    	  25	89
1967   	  02    	  26	77
1967   	  02    	  27	64
1967   	  02    	  28	57
1967   	  03    	  01	60
1967   	  03    	  02	130
1967   	  03    	  03	125
1967   	  03    	  04	114
1967   	  03    	  05	102
1967   	  03    	  06	81
1967   	  03    	  07	60
1967   	  03    	  08	58
1967   	  03    	  09	49
1967   	  03    	  10	50
1967   	  03    	  11	46
1967   	  03    	  12	49
1967   	  03    	  13	45
1967   	  03    	  14	58
1967   	  03    	  15	53
1967   	  03    	  16	46
1967   	  03    	  17	49
1967   	  03    	  18	46
1967   	  03    	  19	40
1967   	  03    	  20	49
1967   	  03    	  21	47
1967   	  03    	  22	54
1967   	  03    	  23	49
1967   	  03    	  24	45
1967   	  03    	  25	45
1967   	  03    	  26	42
1967   	  03    	  27	39
1967   	  03    	  28	39
1967   	  03    	  29	72
1967   	  03    	  30	118
1967   	  03    	  31	125
1967   	  04    	  01	118
1967   	  04    	  02	102
1967   	  04    	  03	86
1967   	  04    	  04	72
1967   	  04    	  05	76
1967   	  04    	  06	71
1967   	  04    	  07	75
1967   	  04    	  08	80
1967   	  04    	  09	80
1967   	  04    	  10	81
1967   	  04    	  11	72
1967   	  04    	  12	62
1967   	  04    	  13	64
1967   	  04    	  14	60
1967   	  04    	  15	56
1967   	  04    	  16	80
1967   	  04    	  17	43
1967   	  04    	  18	36
1967   	  04    	  19	34
1967   	  04    	  20	32
1967   	  04    	  21	29
1967   	  04    	  22	34
1967   	  04    	  23	31
1967   	  04    	  24	25
1967   	  04    	  25	31
1967   	  04    	  26	29
1967   	  04    	  27	29
1967   	  04    	  28	25
1967   	  04    	  29	21
1967   	  04    	  30	12
1967   	  05    	  01	15
1967   	  05    	  02	15
1967   	  05    	  03	15
1967   	  05    	  04	20
1967   	  05    	  05	15
1967   	  05    	  06	15
1967   	  05    	  07	13
1967   	  05    	  08	13
1967   	  05    	  09	10
1967   	  05    	  10	10
1967   	  05    	  11	12
1967   	  05    	  12	9
1967   	  05    	  13	8
1967   	  05    	  14	8
1967   	  05    	  15	9
1967   	  05    	  16	9
1967   	  05    	  17	13
1967   	  05    	  18	12
1967   	  05    	  19	19
1967   	  05    	  20	14
1967   	  05    	  21	14
1967   	  05    	  22	13
1967   	  05    	  23	9
1967   	  05    	  24	8
1967   	  05    	  25	9
1967   	  05    	  26	12
1967   	  05    	  27	13
1967   	  05    	  28	13
1967   	  05    	  29	17
1967   	  05    	  30	15
1967   	  05    	  31	9
1967   	  06    	  01	14
1967   	  06    	  02	29
1967   	  06    	  03	25
1967   	  06    	  04	27
1967   	  06    	  05	19
1967   	  06    	  06	16
1967   	  06    	  07	16
1967   	  06    	  08	12
1967   	  06    	  09	12
1967   	  06    	  10	7
1967   	  06    	  11	7
1967   	  06    	  12	7
1967   	  06    	  13	5
1967   	  06    	  14	6
1967   	  06    	  15	7
1967   	  06    	  16	3
1967   	  06    	  17	3
1967   	  06    	  18	2
1967   	  06    	  19	5
1967   	  06    	  20	5
1967   	  06    	  21	5
1967   	  06    	  22	6
1967   	  06    	  23	7
1967   	  06    	  24	5
1967   	  06    	  25	2
1967   	  06    	  26	2
1967   	  06    	  27	6
1967   	  06    	  28	5
1967   	  06    	  29	6
1967   	  06    	  30	34
1967   	  07    	  01	27
1967   	  07    	  02	5
1967   	  07    	  03	12
1967   	  07    	  04	8
1967   	  07    	  05	6
1967   	  07    	  06	12
1967   	  07    	  07	3
1967   	  07    	  08	3
1967   	  07    	  09	6
1967   	  07    	  10	7
1967   	  07    	  11	5
1967   	  07    	  12	5
1967   	  07    	  13	1
1967   	  07    	  14	0
1967   	  07    	  15	6
1967   	  07    	  16	3
1967   	  07    	  17	2
1967   	  07    	  18	2
1967   	  07    	  19	2
1967   	  07    	  20	1
1967   	  07    	  21	7
1967   	  07    	  22	2
1967   	  07    	  23	0
1967   	  07    	  24	5
1967   	  07    	  25	5
1967   	  07    	  26	1
1967   	  07    	  27	1
1967   	  07    	  28	0
1967   	  07    	  29	2
1967   	  07    	  30	2
1967   	  07    	  31	0
1967   	  08    	  01	1
1967   	  08    	  02	1
1967   	  08    	  03	1
1967   	  08    	  04	0
1967   	  08    	  05	1
1967   	  08    	  06	5
1967   	  08    	  07	3
1967   	  08    	  08	1
1967   	  08    	  09	5
1967   	  08    	  10	3
1967   	  08    	  11	1
1967   	  08    	  12	3
1967   	  08    	  13	6
1967   	  08    	  14	9
1967   	  08    	  15	9
1967   	  08    	  16	7
1967   	  08    	  17	7
1967   	  08    	  18	14
1967   	  08    	  19	25
1967   	  08    	  20	20
1967   	  08    	  21	17
1967   	  08    	  22	14
1967   	  08    	  23	21
1967   	  08    	  24	16
1967   	  08    	  25	3
1967   	  08    	  26	3
1967   	  08    	  27	6
1967   	  08    	  28	5
1967   	  08    	  29	2
1967   	  08    	  30	5
1967   	  08    	  31	3
1967   	  09    	  01	5
1967   	  09    	  02	5
1967   	  09    	  03	8
1967   	  09    	  04	7
1967   	  09    	  05	9
1967   	  09    	  06	8
1967   	  09    	  07	21
1967   	  09    	  08	2
1967   	  09    	  09	1
1967   	  09    	  10	6
1967   	  09    	  11	3
1967   	  09    	  12	3
1967   	  09    	  13	5
1967   	  09    	  14	3
1967   	  09    	  15	10
1967   	  09    	  16	7
1967   	  09    	  17	7
1967   	  09    	  18	7
1967   	  09    	  19	9
1967   	  09    	  20	9
1967   	  09    	  21	14
1967   	  09    	  22	23
1967   	  09    	  23	25
1967   	  09    	  24	66
1967   	  09    	  25	84
1967   	  09    	  26	65
1967   	  09    	  27	42
1967   	  09    	  28	36
1967   	  09    	  29	32
1967   	  09    	  30	12
1967   	  10    	  01	25
1967   	  10    	  02	25
1967   	  10    	  03	17
1967   	  10    	  04	13
1967   	  10    	  05	20
1967   	  10    	  06	20
1967   	  10    	  07	29
1967   	  10    	  08	31
1967   	  10    	  09	31
1967   	  10    	  10	24
1967   	  10    	  11	22
1967   	  10    	  12	24
1967   	  10    	  13	24
1967   	  10    	  14	24
1967   	  10    	  15	25
1967   	  10    	  16	25
1967   	  10    	  17	28
1967   	  10    	  18	40
1967   	  10    	  19	50
1967   	  10    	  20	59
1967   	  10    	  21	49
1967   	  10    	  22	42
1967   	  10    	  23	32
1967   	  10    	  24	27
1967   	  10    	  25	25
1967   	  10    	  26	25
1967   	  10    	  27	25
1967   	  10    	  28	24
1967   	  10    	  29	27
1967   	  10    	  30	28
1967   	  10    	  31	34
1967   	  11    	  01	39
1967   	  11    	  02	51
1967   	  11    	  03	43
1967   	  11    	  04	53
1967   	  11    	  05	53
1967   	  11    	  06	50
1967   	  11    	  07	44
1967   	  11    	  08	37
1967   	  11    	  09	36
1967   	  11    	  10	32
1967   	  11    	  11	28
1967   	  11    	  12	27
1967   	  11    	  13	36
1967   	  11    	  14	42
1967   	  11    	  15	42
1967   	  11    	  16	43
1967   	  11    	  17	32
1967   	  11    	  18	42
1967   	  11    	  19	35
1967   	  11    	  20	32
1967   	  11    	  21	31
1967   	  11    	  22	30
1967   	  11    	  23	32
1967   	  11    	  24	30
1967   	  11    	  25	28
1967   	  11    	  26	27
1967   	  11    	  27	30
1967   	  11    	  28	30
1967   	  11    	  29	66
1967   	  11    	  30	97
1967   	  12    	  01	153
1967   	  12    	  02	138
1967   	  12    	  03	117
1967   	  12    	  04	101
1967   	  12    	  05	84
1967   	  12    	  06	57
1967   	  12    	  07	59
1967   	  12    	  08	80
1967   	  12    	  09	83
1967   	  12    	  10	84
1967   	  12    	  11	83
1967   	  12    	  12	64
1967   	  12    	  13	57
1967   	  12    	  14	53
1967   	  12    	  15	59
1967   	  12    	  16	89
1967   	  12    	  17	86
1967   	  12    	  18	90
1967   	  12    	  19	86
1967   	  12    	  20	83
1967   	  12    	  21	76
1967   	  12    	  22	64
1967   	  12    	  23	60
1967   	  12    	  24	72
1967   	  12    	  25	160
1967   	  12    	  26	169
1967   	  12    	  27	163
1967   	  12    	  28	152
1967   	  12    	  29	130
1967   	  12    	  30	146
1967   	  12    	  31	128
1968   	  01    	  01	106
1968   	  01    	  02	112
1968   	  01    	  03	101
1968   	  01    	  04	95
1968   	  01    	  05	86
1968   	  01    	  06	79
1968   	  01    	  07	88
1968   	  01    	  08	95
1968   	  01    	  09	91
1968   	  01    	  10	89
1968   	  01    	  11	57
1968   	  01    	  12	67
1968   	  01    	  13	69
1968   	  01    	  14	108
1968   	  01    	  15	106
1968   	  01    	  16	147
1968   	  01    	  17	226
1968   	  01    	  18	252
1968   	  01    	  19	259
1968   	  01    	  20	267
1968   	  01    	  21	261
